店铺名字,类别,月销售,经度,纬度,
益禾堂(禅城店),奶茶果汁,4138,113.130331,23.035701,
贡茶,奶茶果汁,54,113.133774,23.019042,
蜜雪冰城,奶茶果汁,70,113.097134,23.020598,
港饮风情,奶茶果汁,38,113.133537,23.017486,
大口九茶饮,奶茶果汁,45,113.114017,23.014801,
叹茶舍(禅城店),奶茶果汁,116,113.131993,23.033453,
港味林鲜茶专卖(东方广场店),奶茶果汁,76,113.120674,23.037028,
爱果生活,奶茶果汁,29,113.112091,23.026288,
阿公冰室,奶茶果汁,20,113.104232,23.041007,
哎呀有间奶茶店,奶茶果汁,16,113.111816,23.026758,
陈三鼎,奶茶果汁,37,113.120906,23.036805,
茶点点,奶茶果汁,46,113.127837,23.046216,
神康本草凉茶行,奶茶果汁,76,113.13164,23.015789,
冰雪风情·芋圆·水果茶·奶茶·小吃,奶茶果汁,58,113.124834,23.025891,
纯豆工坊,奶茶果汁,1,113.122474,23.024224,
桃花园手作茶,奶茶果汁,0,113.131077,23.034261,
加二度奶茶店,奶茶果汁,46,113.125073,23.027231,
书亦烧仙草（佛山祖庙店）,奶茶果汁,352,113.111641,23.025605,
湊湊火锅茶憩(佛山岭南天环店),奶茶果汁,69,113.114886,23.029302,
Koi(佛山岭南站店),奶茶果汁,73,113.111778,23.027385,
7港9(东方新天地店),奶茶果汁,41,113.118131,23.036549,
芳叔（百花广场店）,奶茶果汁,47,113.111693,23.026789,
芝士客皇茶（普君店）,奶茶果汁,2,113.123306,23.026006,
臻工坊,奶茶果汁,24,113.126453,23.022571,
书亦烧仙草（佛山福禄路店）,奶茶果汁,0,113.117668,23.033297,
和林阁茶店,奶茶果汁,0,113.124629,23.041615,
贡茶(南海店),奶茶果汁,109,113.141967,23.050051,
熊大熊二水果店(桂城店),奶茶果汁,0,113.142261,23.05035,
可可茶(桂城店),奶茶果汁,63,113.128365,23.058692,
众康凉茶,奶茶果汁,23,113.12801,23.059377,
悟茶,奶茶果汁,1098,113.125097,23.109899,
国艺雪茶,奶茶果汁,34,113.118984,23.107218,
KADEN卡登(乐趣荟广场店),奶茶果汁,2,113.123101,23.105537,
恋茶派对,奶茶果汁,0,113.126232,23.111906,
香港米芝莲(大沥永旺梦乐城店),奶茶果汁,174,113.144318,23.114327,
CoCo都可(伟业兴隆店),奶茶果汁,457,113.120825,23.105503,
书亦烧仙草（佛山新都会店）,奶茶果汁,234,113.12371,23.10995,
茶物语(体育路店),奶茶果汁,56,113.126309,23.116051,
大台北(李潘市场店),奶茶果汁,7,113.121197,23.116911,
岛滋古法黑糖(新都会店),奶茶果汁,73,113.123268,23.110357,
功牌茶坊奶茶店,奶茶果汁,50,113.106377,23.333452,
贝咖(培正店),奶茶果汁,276,113.09247,23.407022,
KISSMI喜蜜,奶茶果汁,3,113.092236,23.407685,
西柠御茶(培正店),奶茶果汁,1,113.092613,23.407209,
独角兽奶茶店,奶茶果汁,91,113.135078,22.843633,
GOYIS酷茶,奶茶果汁,31,113.151637,22.860722,
茶颜观色,奶茶果汁,59,113.127766,22.857327,
悠悠乐茶饮,奶茶果汁,42,113.135444,22.987842,
3minute,奶茶果汁,17,113.117806,22.983656,
鹿野茶事(恒福店),奶茶果汁,17,113.137657,23.013664,
一乐食堂,奶茶果汁,23,113.141993,23.015709,
茶肆,奶茶果汁,0,113.155998,23.007789,
royaltea皇茶(南兴店),奶茶果汁,39,113.1498,23.031458,
糖嘟嘟-纯手工甜品饮品,奶茶果汁,83,113.157974,23.027492,
恒茶,奶茶果汁,8,113.153453,23.035295,
Mg茶语(东二店),奶茶果汁,20,113.159989,23.022627,
58℃（城市广场店）,奶茶果汁,14,113.156028,23.034231,
鹿角巷,奶茶果汁,31,113.12254,23.010987,
T-KEYl0可以哦,奶茶果汁,10,113.160229,23.024764,
卉记冰室,奶茶果汁,12,113.152816,23.010925,
客茶会,奶茶果汁,0,113.157185,23.014523,
独角兽,奶茶果汁,3,113.15141,23.009982,
莱茶工坊(石肯店),奶茶果汁,6,113.158426,23.008526,
雪洛渴奶茶+长沙臭豆腐,奶茶果汁,58,113.144745,23.032572,
CoCo都可(百花总汇2店),奶茶果汁,434,113.11081,23.025773,
Royaltea皇茶(桂城店),奶茶果汁,478,113.14394,23.041684,
贡茶(桂城店),奶茶果汁,4263,113.142423,23.050116,
咕噜咕噜(百花时代广场店),奶茶果汁,173,113.153465,23.033034,
张阿姨奶茶(城市广场店),奶茶果汁,44,113.156733,23.033611,
一芳台湾水果茶(环宇城店),奶茶果汁,105,113.156829,23.042742,
益泉凉茶粥粉面(海棠店),奶茶果汁,51,113.141586,23.042783,
嘻茶夫,奶茶果汁,27,113.149879,23.030127,
贡茶(千灯湖店),奶茶果汁,56,113.170884,23.046858,
卡可思(普君北路店),奶茶果汁,19,113.12371,23.027496,
岛滋古法黑糖(南海万科广场店),奶茶果汁,51,113.15359,23.035231,
倾杯,奶茶果汁,25,113.147669,23.036425,
黎泉生补堂凉茶,奶茶果汁,28,113.129489,23.050323,
大口九奶茶(石啃店),奶茶果汁,62,113.157412,23.008301,
乐茶,奶茶果汁,16,113.148079,23.030725,
大口九奶茶,奶茶果汁,50,113.151863,23.02775,
葡京葡式蛋挞,奶茶果汁,21,113.147109,23.032661,
一夫茶,奶茶果汁,10,113.156532,23.043729,
李氏凉茶,奶茶果汁,44,113.159453,23.025848,
茶茵园,奶茶果汁,50,113.141928,23.039272,
幸福起点奶茶铺(桂城店),奶茶果汁,38,113.144515,23.039156,
DKJ茶饮小吃(万科店),奶茶果汁,83,113.149582,23.028995,
琉璃鲸,奶茶果汁,17,113.134322,23.048442,
甜觅时光,奶茶果汁,18,113.168128,23.047613,
快乐番薯(南海万科店),奶茶果汁,141,113.15435,23.03594,
贝尔乐司,奶茶果汁,13,113.149641,23.029452,
我想喝饮吧,奶茶果汁,1,113.147939,23.027255,
张阿姨奶茶,奶茶果汁,79,113.133645,23.04808,
曼甜舒芙蕾,奶茶果汁,1,113.154259,23.036221,
抹简单汉堡炸鸡(桂城店),奶茶果汁,0,113.159058,23.02511,
爱若渴(南海广场店),奶茶果汁,28,113.139686,23.041907,
大葱柠檬茶(佛山桂城环宇城店),奶茶果汁,151,113.158429,23.042389,
1点点（东方新天地店）,奶茶果汁,526,113.118187,23.036549,
满记甜品（岭南天地店）,奶茶果汁,68,113.114723,23.02992,
书亦烧仙草（佛山东方广场店）,奶茶果汁,137,113.120701,23.03729,
UTea出众优茶,奶茶果汁,9,113.13482,23.055125,
快乐番薯(南海桂城鸿大店),奶茶果汁,313,113.134596,23.04886,
鹿谷制茶(新凯店),奶茶果汁,51,113.15863,23.062178,
爱若渴(万达广场店),奶茶果汁,81,113.157565,23.064049,
7港9(原地下铁店),奶茶果汁,35,113.12995,22.861519,
漫咖啡MAANCafe,奶茶果汁,124,113.071234,23.010514,
蜜雪冰城（永旺梦乐城店）,奶茶果汁,123,113.144584,23.114404,
趣烤茶（智城店）,奶茶果汁,44,113.144939,23.116964,
三味甜香,奶茶果汁,6,113.118179,23.127552,
桔子蜜,奶茶果汁,7,113.113114,23.199903,
麽茶,奶茶果汁,0,113.118468,23.21319,
快乐柠檬（广州花都盈泰广场店）,奶茶果汁,160,113.157105,23.4686,
猫小萌&壹茶,奶茶果汁,168,113.152192,22.70704,
黑泷堂,奶茶果汁,981,113.145148,22.711041,
想酷饮(三华店）,奶茶果汁,148,113.152179,22.708293,
巷茶,奶茶果汁,45,113.14553,22.703341,
想酷饮,奶茶果汁,124,113.160222,22.707236,
慢聊,奶茶果汁,54,113.155705,22.703777,
皇茶新世纪（均安店）,奶茶果汁,48,113.145397,22.711548,
HanArt,奶茶果汁,14,113.156591,22.702383,
太阪町,奶茶果汁,115,113.15596,22.702317,
暹香泰茶,奶茶果汁,86,113.140915,22.716151,
ONE TWO TEA,奶茶果汁,57,113.144829,22.711735,
伊莱雪,奶茶果汁,21,113.144536,22.701256,
鹿角戏,奶茶果汁,17,113.14662,22.71124,
光猫手游馆,奶茶果汁,0,113.141141,22.715639,
我很懒,奶茶果汁,0,113.142888,22.714089,
十里茶舍,奶茶果汁,0,113.150019,22.70335,
歇脚亭(三华店),奶茶果汁,483,113.145457,22.711053,
NICE奈施(原阿一柠檬茶店),奶茶果汁,43,113.14986,22.707292,
还原水,奶茶果汁,5,113.145045,22.711917,
吾2零茶,奶茶果汁,0,113.153379,22.707667,
桃园上引,奶茶果汁,0,113.155626,22.70696,
lucky house(均安店),奶茶果汁,0,113.148172,22.712776,
快乐番薯(顺德杏坛宏汇店),奶茶果汁,149,113.176469,22.79272,
royaltea皇茶(宏汇城店),奶茶果汁,78,113.176231,22.792724,
蔓斯雪,奶茶果汁,128,113.155872,22.862931,
岛滋-古法黑糖奶茶,奶茶果汁,49,113.147844,22.841342,
光合制茶(宝城路店),奶茶果汁,44,113.138303,22.852513,
爱茶(勒流职中店),奶茶果汁,59,113.151453,22.860314,
造一茶,奶茶果汁,75,113.166697,22.835443,
一穆茶咖,奶茶果汁,0,113.122716,22.85923,
Ashin-阿信,奶茶果汁,0,113.142549,22.861319,
张阿姨奶茶(桂城石啃店),奶茶果汁,59,113.156885,23.008899,
CoCo都可（九鼎店）,奶茶果汁,531,113.13226,23.01262,
无忧奶茶小食店,奶茶果汁,55,113.157535,23.006421,
莱茶,奶茶果汁,38,113.159963,23.024932,
答案,奶茶果汁,9,113.165582,23.013894,
贡茶(南海店),奶茶果汁,1572,113.171135,23.023636,
台湾贡茶(寰宇店),奶茶果汁,744,113.158808,23.044575,
茶莫停(南海万达广场店),奶茶果汁,752,113.157435,23.0638687,
快乐柠檬（佛山友邦AIA店）,奶茶果汁,96,113.1506498,23.0628697,
博善堂凉茶糖水,奶茶果汁,34,113.14765,23.031549,
乜嘢馆·奶茶·甜品·小吃,奶茶果汁,44,113.176298,23.036803,
叙chattime,奶茶果汁,43,113.148221,23.024522,
泡茶(平洲店),奶茶果汁,98,113.176824,23.024781,
一只酸奶牛（保利水城店）,奶茶果汁,138,113.148409,23.06039,
遇芳(万达专营店),奶茶果汁,552,113.160375,23.056163,
CHOCOVINE(万达广场店),奶茶果汁,29,113.1525685,23.06326994,
韩公主(花苑店),奶茶果汁,1,113.149784,23.031687,
柠檬达人(欢乐达人饮品店),奶茶果汁,3,113.155003,23.036549,
下午三点（中海环宇城店）,奶茶果汁,49,113.156466,23.043313,
冰封茶座(桂城店),奶茶果汁,1001,113.16088,23.041487,
SOFU梳芙,奶茶果汁,568,113.158079,23.062283,
鹿角巷THE ALLEY,奶茶果汁,59,113.158126,23.064412,
Mr 茶,奶茶果汁,10,113.137467,23.063042,
御贡茶(金色领域店),奶茶果汁,13,113.158774,23.038689,
尚瘾,奶茶果汁,0,113.158414,23.062882,
Royaltea皇茶（紫金城店）,奶茶果汁,668,113.167774,23.040103,
末茶(南海天河城店),奶茶果汁,0,113.157264,23.066136,
玖零壹休闲吧,奶茶果汁,0,113.166107,23.046553,
茶不易(三西路店),奶茶果汁,0,113.133052,23.047852,
满记甜品（南海万达店）,奶茶果汁,130,113.155701,23.064039,
奢茶(佛山桂城店),奶茶果汁,507,113.170242,23.046422,
瑞可爷爷的店(万达店),奶茶果汁,41,113.157041,23.063426,
萬茶星球(万达广场店),奶茶果汁,37,113.158864,23.063407,
荣耀甜品,奶茶果汁,8,113.15592,23.070633,
不貳鲜茶,奶茶果汁,0,113.157485,23.064257,
DKJ咖啡茶饮,奶茶果汁,29,113.162093,23.082116,
CoCo都可(大沥梦乐城二店),奶茶果汁,581,113.144498,23.114038,
7分甜(大沥永旺店),奶茶果汁,43,113.144135,23.114245,
团长奶咖,奶茶果汁,130,113.16424,23.1961,
皇茶,奶茶果汁,76,113.144726,23.17001,
皇茶秘制小肉串,奶茶果汁,13,113.150664,23.177463,
冰爽一族,奶茶果汁,26,113.144847,23.16896,
砰砰奶茶,奶茶果汁,265,113.158259,23.198134,
逢甲贡茶,奶茶果汁,87,113.157447,23.198791,
茶鲜森(里水店),奶茶果汁,108,113.153799,23.182955,
斯芙蕾,奶茶果汁,136,113.157708,23.196394,
粤色茶颜,奶茶果汁,57,113.159647,23.19803,
贡茶(马溪店),奶茶果汁,138,113.147565,23.35636,
超润甜品快餐店,奶茶果汁,325,113.150097,23.355527,
甘茗城茶饮,奶茶果汁,83,113.150477,23.356156,
鲜界·现切水果(马溪市场店),奶茶果汁,13,113.15029,23.355695,
岭南荟(江南水果店),奶茶果汁,5,113.149991,23.355294,
佩奇之家奶茶屋·披萨,奶茶果汁,3,113.230707,23.391051,
茶掌门,奶茶果汁,0,113.209975,23.382071,
茶区域奶茶炸鸡汉堡,奶茶果汁,24,113.162774,23.399854,
美味可饮奶茶店,奶茶果汁,54,113.16271,23.397747,
世代皇茶,奶茶果汁,231,113.160124,23.462714,
致青春奶茶鸭脖,奶茶果汁,612,113.159928,23.46259,
MrK果茶,奶茶果汁,110,113.154232,23.461837,
90PAI,奶茶果汁,67,113.129586,23.453093,
果缘站奶茶,奶茶果汁,45,113.155806,23.464366,
冰茶,奶茶果汁,13,113.1591,23.463678,
茗颜茶(狮岭店),奶茶果汁,0,113.155865,23.461858,
川香煜翊冷锅店,奶茶果汁,0,113.15763,23.464562,
Coba酷吧(小龙虾丽莎店),奶茶果汁,5,113.166966,23.465787,
大口九咖啡奶茶饮品,奶茶果汁,1,113.170802,23.463166,
茶客会,奶茶果汁,39,113.1749,22.675852,
赫泽凉茶(均安店),奶茶果汁,9,113.157002,22.705523,
茶萃吧,奶茶果汁,44,113.187167,22.664942,
漫饮街角,奶茶果汁,2,113.181734,22.661275,
百味果(汉堡炸鸡饮料店),奶茶果汁,24,113.176993,22.65765,
柠檬叶子(杏坛店),奶茶果汁,203,113.157442,22.783007,
渔乐圈,奶茶果汁,66,113.154675,22.784348,
鹿角巷,奶茶果汁,101,113.156589,22.781434,
茶颜观色,奶茶果汁,126,113.157618,22.785236,
三诗甜饮,奶茶果汁,34,113.157787,22.785695,
喝一口工作坊,奶茶果汁,1,113.179958,22.81611,
CoCo都可（鹏瑞利店）,奶茶果汁,416,113.15423,23.01213,
大上湾茶饮(聚龙店),奶茶果汁,72,113.184736,23.022626,
贡茶(平洲店),奶茶果汁,51,113.184395,23.022642,
玛尔黛芙冰淇淋.奶茶,奶茶果汁,53,113.183809,23.022403,
书亦烧仙草(万科广场店),奶茶果汁,299,113.15386,23.035706,
COMEBUY甘杯(万科店),奶茶果汁,103,113.154962,23.036558,
缘点奶茶,奶茶果汁,267,113.186765,23.035907,
甜足一世甜品店,奶茶果汁,56,113.193784,23.02891,
遇时光饮品小吃(平洲店),奶茶果汁,149,113.195138,23.021472,
港茶(平西店),奶茶果汁,53,113.193752,23.021791,
royaltea皇茶(天安店),奶茶果汁,35,113.168913,23.023314,
CoCo都可(佛山环宇店),奶茶果汁,554,113.156402,23.043531,
台盖（南海万科店）,奶茶果汁,117,113.154096,23.035641,
一只酸奶牛（南海万科广场店）,奶茶果汁,48,113.154062,23.036104,
美星现制(新凯广场店),奶茶果汁,51,113.15829,23.061647,
1828王老吉（佛山南海万科店）,奶茶果汁,38,113.154052,23.036414,
royaltea皇茶(益禾店),奶茶果汁,16,113.162948,23.053954,
御品皇茶（夏西店）,奶茶果汁,1,113.170912,23.046815,
CoCo都可（南海万达店）,奶茶果汁,437,113.15844,23.06274,
书亦烧仙草(南海万达店),奶茶果汁,663,113.15713,23.063711,
愿茶(万科金域名都店),奶茶果汁,33,113.173818,23.065853,
每日酷饮(河西大道店),奶茶果汁,44,113.157762,23.081501,
Meedo蜜·朵,奶茶果汁,0,113.172479,23.064862,
末茶,奶茶果汁,63,113.178809,23.0895996,
快乐番薯(佛山南海大沥盐步店),奶茶果汁,292,113.172511,23.093505,
CoCo都可（万科金域中央城店）,奶茶果汁,231,113.172246,23.063843,
佐敦道(新桂店),奶茶果汁,412,113.162954,23.082269,
张阿姨奶茶(盐步百佳华店),奶茶果汁,56,113.178905,23.089634,
贡茶（黄岐店）,奶茶果汁,1799,113.186702,23.108912,
HITEA嘆茶,奶茶果汁,805,113.18717,23.107784,
皇茶正新鸡排,奶茶果汁,43,113.164135,23.098344,
仙茶道(盐步店),奶茶果汁,97,113.172219,23.084719,
芯の茶·奶茶·鸡排·汉堡,奶茶果汁,145,113.192874,23.110851,
广味鲜茶饮,奶茶果汁,28,113.157745,23.09988,
凉茶奶茶,奶茶果汁,61,113.173911,23.11071,
小确幸?茶,奶茶果汁,59,113.174079,23.111076,
HUANGJIAO皇茶,奶茶果汁,41,113.154044,23.086666,
EAMODE以摩(黄岐店),奶茶果汁,53,113.190596,23.113063,
小菳心鲜鲜炖燕窝饮品,奶茶果汁,56,113.278099,23.07312,
好声音TEA奶茶,奶茶果汁,43,113.193116,23.110143,
颖茶,奶茶果汁,46,113.190596,23.113063,
鹿角巷,奶茶果汁,47,113.191731,23.114044,
LIL'TEA小茶汤(黄岐店),奶茶果汁,156,113.189749,23.110626,
点点冰,奶茶果汁,55,113.192644,23.113291,
御茶,奶茶果汁,1,113.192158,23.114138,
王子拉茶纯手工制作(嘉州广场店),奶茶果汁,771,113.1860006,23.10878473,
皇茶秘制小肉串,奶茶果汁,145,113.187622,23.108723,
DAKASI大卡司tea,奶茶果汁,1093,113.189311,23.108417,
I????,奶茶果汁,190,113.186981,23.109209,
佐敦道(嘉洲广场店),奶茶果汁,500,113.190113,23.109113,
芝士茶语 CHEESE TEA(嘉洲广场店),奶茶果汁,314,113.188123,23.108721,
7分甜（南海嘉洲广场店）,奶茶果汁,101,113.188909,23.108988,
零下酷乐,奶茶果汁,43,113.186306,23.119148,
迷你冰(茶饮果汁冰淇淋店),奶茶果汁,8,113.182265,23.105705,
谜巷虎纹黑糖炭烧茶(华润万家店),奶茶果汁,59,113.192105,23.114323,
茗茶,奶茶果汁,53,113.192733,23.114689,
N-COUNTS礼饮制作室,奶茶果汁,49,113.191399,23.109952,
Sweethome,奶茶果汁,10,113.18481,23.12004,
乌铁茶集,奶茶果汁,426,113.192471,23.113631,
高山小羊奶,奶茶果汁,2,113.193981,23.111103,
蜜雪冰城(嘉洲广场店),奶茶果汁,668,113.189732,23.108261,
大卡司,奶茶果汁,93,113.161463,23.194949,
休闲饮品店饭餐,奶茶果汁,348,113.152434,23.199341,
致爱奶茶,奶茶果汁,67,113.156863,23.197122,
系哩度饮品小吃店,奶茶果汁,4,113.161716,23.19236,
艾里茶吧,奶茶果汁,12,113.177422,23.192359,
序茶(信和店),奶茶果汁,52,113.157704,23.197079,
椰子碗,奶茶果汁,1,113.156528,23.196381,
爷茶,奶茶果汁,15,113.16464,23.196415,
速客汉堡奶茶店,奶茶果汁,53,113.183694,23.380821,
抹简单奶茶店(布心店),奶茶果汁,0,113.193835,23.374047,
榴恋烘焙,奶茶果汁,1,113.197566,23.381819,
灿茶,奶茶果汁,45,113.208307,23.375468,
Q一族奶茶汉堡店(大布店),奶茶果汁,199,113.163704,23.406961,
壹咕壹咕奶茶店,奶茶果汁,487,113.202454,23.3942,
花young茶,奶茶果汁,404,113.180473,23.453217,
茶壹茶(狮城国际店),奶茶果汁,56,113.186958,23.444474,
明茶,奶茶果汁,48,113.159809,23.461346,
火烈鸟茶语,奶茶果汁,66,113.173016,23.458322,
缤纷夏日,奶茶果汁,29,113.176039,23.457815,
爱尚茶缘奶茶小吃店,奶茶果汁,12,113.181697,23.454345,
超润甜品(合成店),奶茶果汁,119,113.180073,23.454849,
七钟茶,奶茶果汁,0,113.166943,23.467308,
1点点(狮岭店),奶茶果汁,658,113.158269,23.462499,
靖柠茶,奶茶果汁,609,113.16426,23.461409,
大口九茶饮(益群店),奶茶果汁,216,113.184758,23.469378,
高脚七皇茶,奶茶果汁,48,113.1827597,23.4528831,
恋茶派对,奶茶果汁,24,113.175067,23.459238,
化州糖水店,奶茶果汁,1,113.183208,23.469328,
茶颜山,奶茶果汁,0,113.174168,23.459185,
琴海涛麦维克奶茶轻食(斗门店),奶茶果汁,184,113.187039,22.217531,
紫源轩蛋糕,奶茶果汁,20,113.239284,22.599483,
麦克顿茶饮小吃(西区店),奶茶果汁,52,113.208731,22.679616,
答案茶(蓬莱店),奶茶果汁,37,113.207667,22.918357,
徐其修凉茶,奶茶果汁,0,113.209268,23.028419,
CoCo都可(怡海港店),奶茶果汁,1012,113.167982,23.023278,
素茶(怡丰城店),奶茶果汁,164,113.186753,23.031329,
四云奶盖贡茶(怡丰城店),奶茶果汁,120,113.187972,23.033004,
仙草堂饮品小吃手抓饼,奶茶果汁,192,113.199231,23.023343,
王子拉茶(怡丰城店),奶茶果汁,178,113.18773,23.033094,
茶蕾TEABUD,奶茶果汁,62,113.166304,23.023213,
答案茶(玉器街店),奶茶果汁,42,113.205461,23.027855,
莱茶,奶茶果汁,21,113.181402,23.053063,
果度の茶(海纳天河店),奶茶果汁,83,113.185448,23.086917,
炸鸡汉堡奶茶冷饮(盐步新华店),奶茶果汁,172,113.173974,23.091489,
御可贡茶,奶茶果汁,31,113.179322,23.093296,
8090鲜萃茶(盐步店),奶茶果汁,51,113.199313,23.095149,
一杯茶的故事(万达广场店),奶茶果汁,1,113.18414,23.08289,
蜜语茶言奶茶店,奶茶果汁,0,113.197792,23.09039,
佐敦道（盐步店）,奶茶果汁,1390,113.177475,23.096091,
唔系茶档,奶茶果汁,57,113.189612,23.112463,
嘿糖,奶茶果汁,5,113.17735,23.08848,
青春记,奶茶果汁,49,113.189833,23.088468,
乌龍煎台湾黑龙茶,奶茶果汁,1,113.191994,23.116066,
